sujeto,Time_s,RF,BF,VM,ST,FX
9Nmar,2.194,0.0007,-0.0091,-0.003,-0.0008,1.1
9Nmar,2.195,0.0007,-0.0083,-0.0046,0.0,1.1
9Nmar,2.196,-0.0015,-0.006,-0.0023,-0.0008,1.1
9Nmar,2.197,-0.003,-0.0046,-0.0015,-0.0008,1.0
9Nmar,2.198,-0.0008,-0.003,0.0007,0.0007,1.0
9Nmar,2.199,-0.0008,0.0,0.0,-0.0023,1.0
9Nmar,2.2,-0.0008,0.0007,-0.0008,-0.0053,0.9
9Nmar,2.201,0.0,0.0007,-0.0015,-0.0046,0.9
9Nmar,2.202,-0.0008,0.0015,-0.0023,-0.0015,0.9
9Nmar,2.203,-0.0015,0.0015,0.0007,0.0007,0.9
9Nmar,2.204,-0.0015,-0.0008,0.0007,0.0007,0.9
9Nmar,2.205,-0.0008,-0.0008,0.0007,0.0,0.9
9Nmar,2.206,0.0007,-0.0015,0.0015,-0.0015,0.9
9Nmar,2.207,-0.0008,-0.0015,0.0007,-0.0008,0.9
9Nmar,2.208,0.0007,0.0007,0.0015,0.0007,0.9
9Nmar,2.209,0.0,0.0007,0.0045,0.0015,0.9
9Nmar,2.21,-0.0023,0.0015,0.0067,0.0007,0.9
9Nmar,2.211,-0.003,0.003,0.003,-0.0008,0.9
9Nmar,2.212,-0.0038,0.0037,-0.0008,0.0007,0.9
9Nmar,2.213,-0.0038,0.0052,-0.0038,0.0015,0.9
9Nmar,2.214,-0.0046,0.0045,-0.003,-0.0015,0.9
9Nmar,2.215,-0.0046,0.0015,-0.0015,-0.0015,0.9
9Nmar,2.216,-0.0046,0.0037,-0.0008,-0.0015,0.9
9Nmar,2.217,-0.003,0.0052,0.0022,-0.003,0.9
9Nmar,2.218,-0.0015,0.0075,0.0022,-0.003,0.8
9Nmar,2.219,0.0,0.0142,0.0015,-0.0015,0.8
9Nmar,2.22,0.0007,0.0187,-0.003,-0.0015,0.8
9Nmar,2.221,0.0007,0.0172,-0.0083,-0.0015,0.8
9Nmar,2.222,0.0015,0.0165,-0.0083,-0.0015,0.8
9Nmar,2.223,0.0007,0.015,-0.0068,-0.0023,0.8
9Nmar,2.224,-0.0008,0.0135,0.0,-0.0015,0.8
9Nmar,2.225,0.0007,0.0105,0.0015,-0.0008,0.8
9Nmar,2.226,-0.0015,0.0052,0.0007,-0.0008,0.8
9Nmar,2.227,-0.0046,0.0045,-0.0008,-0.0015,0.8
9Nmar,2.228,-0.0015,0.0037,-0.0015,-0.0038,0.8
9Nmar,2.229,0.0045,0.0052,0.0007,-0.003,0.8
9Nmar,2.23,0.0052,0.006,0.0007,-0.0015,0.8
9Nmar,2.231,0.009,0.006,0.003,-0.0015,0.8
9Nmar,2.232,0.0052,0.0067,0.0052,-0.0015,0.8
9Nmar,2.233,-0.0128,0.0045,0.0052,-0.0038,0.8
9Nmar,2.234,-0.0091,0.0082,0.003,-0.003,0.8
9Nmar,2.235,0.003,0.006,0.0007,-0.003,0.8
9Nmar,2.236,-0.0008,0.003,0.0022,-0.0046,0.8
9Nmar,2.237,0.0007,0.0022,0.0022,-0.003,0.8
9Nmar,2.238,-0.0015,0.0,0.0022,-0.0023,0.8
9Nmar,2.239,-0.006,0.0015,0.0,-0.0038,0.8
9Nmar,2.24,-0.0075,0.0,-0.0008,-0.003,0.7
9Nmar,2.241,-0.0023,-0.0068,0.0007,-0.003,0.7
9Nmar,2.242,0.003,-0.0105,0.003,-0.003,0.7
9Nmar,2.243,0.003,-0.012,0.0007,-0.0008,0.8
9Nmar,2.244,0.0007,-0.0128,-0.003,0.0007,0.8
9Nmar,2.245,-0.0038,-0.0098,-0.0023,0.0007,0.8
9Nmar,2.246,-0.0046,-0.0128,-0.0023,0.0007,0.8
9Nmar,2.247,-0.0046,-0.015,-0.003,0.0,0.8
9Nmar,2.248,-0.006,-0.012,-0.003,0.0007,0.8
9Nmar,2.249,-0.0046,-0.0113,-0.0015,0.003,0.8
9Nmar,2.25,-0.006,-0.0098,0.0007,0.0045,0.8
9Nmar,2.251,-0.0075,-0.0083,0.0007,0.003,0.8
9Nmar,2.252,-0.0075,-0.0068,0.0007,0.003,0.8
9Nmar,2.253,-0.006,-0.0038,0.0015,0.0037,0.9
9Nmar,2.254,-0.0038,-0.0015,0.003,0.0022,0.9
9Nmar,2.255,0.0022,-0.003,0.0015,0.003,0.9
9Nmar,2.256,0.0105,-0.0008,0.0,0.0022,0.9
9Nmar,2.257,0.0112,0.0007,-0.0015,0.003,0.9
9Nmar,2.258,0.0037,0.0007,-0.0023,0.003,0.9
9Nmar,2.259,-0.0068,0.0052,-0.0038,0.0015,0.9
9Nmar,2.26,-0.0105,0.006,-0.0053,0.0022,0.9
9Nmar,2.261,-0.0091,0.0075,-0.003,0.0015,0.9
9Nmar,2.262,-0.0113,0.0082,-0.0015,0.0007,0.9
9Nmar,2.263,-0.0091,0.0105,-0.0015,0.0007,0.9
9Nmar,2.264,-0.003,0.0157,-0.0008,-0.0008,0.9
9Nmar,2.265,-0.0008,0.0127,-0.0008,-0.0015,1.0
9Nmar,2.266,0.003,0.0082,0.0,-0.0023,1.0
9Nmar,2.267,-0.0015,0.003,0.0007,-0.0015,1.0
9Nmar,2.268,-0.0068,0.0,0.0015,-0.0008,1.0
9Nmar,2.269,-0.0053,-0.0015,0.0015,-0.0008,1.0
9Nmar,2.27,-0.0038,-0.003,-0.0008,-0.0015,1.0
9Nmar,2.271,-0.0015,-0.0053,-0.0046,-0.0015,1.0
9Nmar,2.272,-0.0008,-0.0075,-0.0046,-0.0015,1.1
9Nmar,2.273,0.0,-0.0113,-0.0015,-0.0038,1.1
9Nmar,2.274,0.0,-0.0181,0.0007,-0.0046,1.1
9Nmar,2.275,0.0007,-0.0225,0.0007,-0.0046,1.1
9Nmar,2.276,0.0015,-0.024,0.0,-0.0038,1.1
9Nmar,2.277,-0.0008,-0.0233,0.0007,-0.0046,1.1
9Nmar,2.278,-0.0023,-0.0203,0.0022,-0.003,1.1
9Nmar,2.279,-0.0015,-0.0158,0.003,-0.0038,1.2
9Nmar,2.28,-0.0023,-0.0128,0.0015,-0.0046,1.2
9Nmar,2.281,-0.0053,-0.0143,0.0007,-0.003,1.2
9Nmar,2.282,-0.0038,-0.0128,-0.0023,-0.0023,1.2
9Nmar,2.283,0.0007,-0.0105,-0.0023,-0.003,1.2
9Nmar,2.284,0.0015,-0.0091,-0.0008,-0.0015,1.3
9Nmar,2.285,0.0007,-0.0075,-0.0015,-0.0008,1.3
9Nmar,2.286,0.0,-0.0068,-0.0008,-0.0008,1.3
9Nmar,2.287,0.003,-0.0046,-0.0008,-0.0008,1.3
9Nmar,2.288,0.0052,-0.0053,-0.0008,-0.0008,1.3
9Nmar,2.289,0.0037,-0.0046,-0.0015,-0.0015,1.3
9Nmar,2.29,0.003,-0.0046,-0.0008,-0.0008,1.4
9Nmar,2.291,0.0007,-0.0008,0.0015,0.0,1.4
9Nmar,2.292,0.0007,0.0015,0.0015,0.0007,1.4
9Nmar,2.293,0.0007,0.0022,0.0037,-0.0008,1.4
9Nmar,2.294,0.0007,0.0045,0.0052,-0.0008,1.4
9Nmar,2.295,0.0,0.003,0.0052,0.0007,1.5
9Nmar,2.296,-0.003,0.003,0.0052,-0.0008,1.5
9Nmar,2.297,-0.003,0.0007,0.003,-0.0015,1.5
9Nmar,2.298,-0.0046,-0.0015,0.0037,-0.0008,1.5
9Nmar,2.299,-0.0053,-0.0015,0.003,-0.0008,1.6
9Nmar,2.3,-0.0038,0.0015,0.003,-0.0015,1.6
9Nmar,2.301,-0.003,0.0037,0.0015,-0.003,1.6
9Nmar,2.302,-0.003,0.0015,-0.0008,-0.0023,1.7
9Nmar,2.303,-0.003,0.0015,-0.0008,-0.0046,1.7
9Nmar,2.304,-0.003,-0.0008,-0.0008,-0.0038,1.7
9Nmar,2.305,-0.003,0.0007,-0.0008,-0.0046,1.8
9Nmar,2.306,-0.0038,0.0007,0.0,-0.0046,1.8
9Nmar,2.307,-0.0038,-0.0015,0.0015,-0.003,1.8
9Nmar,2.308,-0.003,0.0,0.0007,-0.003,1.9
9Nmar,2.309,-0.0015,-0.0008,0.0015,-0.0023,1.9
9Nmar,2.31,-0.0008,-0.0023,0.0022,-0.0015,2.0
9Nmar,2.311,0.0007,-0.003,0.0007,-0.0008,2.0
9Nmar,2.312,0.0,-0.0038,0.0007,-0.0008,2.0
9Nmar,2.313,-0.0008,-0.003,0.0022,0.0,2.1
9Nmar,2.314,0.0,-0.0015,0.0007,-0.0008,2.1
9Nmar,2.315,-0.0023,0.0007,-0.0015,-0.0015,2.2
9Nmar,2.316,-0.003,0.0022,-0.003,-0.0008,2.2
9Nmar,2.317,-0.0008,0.0015,-0.0053,0.0007,2.2
9Nmar,2.318,0.0045,0.0007,-0.0053,0.0015,2.2
9Nmar,2.319,0.0067,-0.0015,-0.0046,0.0007,2.3
9Nmar,2.32,0.0075,-0.003,-0.0046,0.0,2.3
9Nmar,2.321,0.003,-0.003,-0.0038,-0.0008,2.4
9Nmar,2.322,-0.0008,-0.0008,-0.003,-0.0008,2.4
9Nmar,2.323,-0.0015,0.0022,-0.0046,0.0022,2.5
9Nmar,2.324,-0.003,0.0037,-0.0053,0.0052,2.5
9Nmar,2.325,-0.003,0.0052,-0.0068,0.0015,2.6
9Nmar,2.326,-0.003,0.0067,-0.003,0.0015,2.6
9Nmar,2.327,-0.0015,0.0097,0.0007,0.0037,2.7
9Nmar,2.328,-0.0023,0.009,0.0015,0.0015,2.7
9Nmar,2.329,-0.0053,0.0105,0.0022,0.0022,2.8
9Nmar,2.33,-0.003,0.0105,0.0015,0.0015,2.8
9Nmar,2.331,-0.003,0.009,0.0015,0.0015,2.9
9Nmar,2.332,-0.0046,0.0082,0.0007,0.0015,2.9
9Nmar,2.333,-0.0046,0.0052,0.0015,-0.0015,3.0
9Nmar,2.334,-0.006,0.003,0.0037,-0.003,3.0
9Nmar,2.335,-0.0068,0.0015,0.0015,-0.0046,3.1
9Nmar,2.336,-0.0091,0.0007,0.0,-0.0023,3.1
9Nmar,2.337,-0.0098,-0.0015,-0.0008,-0.0008,3.2
9Nmar,2.338,-0.006,0.0,0.0,-0.0023,3.2
9Nmar,2.339,0.0,0.0015,0.0007,-0.0038,3.3
9Nmar,2.34,0.0082,0.0,0.0015,-0.0038,3.3
9Nmar,2.341,0.006,-0.0008,0.003,-0.003,3.4
9Nmar,2.342,-0.0008,-0.0015,0.0022,-0.0023,3.5
9Nmar,2.343,-0.0046,-0.0008,0.0022,-0.0008,3.5
9Nmar,2.344,-0.006,0.0007,0.0015,0.0,3.6
9Nmar,2.345,-0.003,0.0015,0.0015,-0.0008,3.6
9Nmar,2.346,0.0015,0.003,0.0007,-0.0015,3.7
9Nmar,2.347,-0.0015,0.003,0.0007,-0.0023,3.7
9Nmar,2.348,-0.0053,0.0037,-0.0015,-0.0023,3.8
9Nmar,2.349,-0.0008,0.0052,-0.003,-0.0053,3.9
9Nmar,2.35,-0.0008,0.0075,-0.003,-0.0068,3.9
9Nmar,2.351,-0.0015,0.0082,-0.0038,-0.0053,4.0
9Nmar,2.352,-0.0015,0.0052,-0.0053,-0.0046,4.0
9Nmar,2.353,-0.003,0.003,-0.006,-0.0046,4.1
9Nmar,2.354,-0.003,0.0037,-0.006,-0.0023,4.1
9Nmar,2.355,-0.0046,0.0022,-0.0068,0.0015,4.2
9Nmar,2.356,-0.0023,0.0015,-0.0083,0.0007,4.3
9Nmar,2.357,-0.0038,0.0,-0.006,0.0,4.3
9Nmar,2.358,-0.0053,-0.003,-0.0053,-0.0008,4.4
9Nmar,2.359,-0.0053,-0.0046,-0.0038,-0.0008,4.5
9Nmar,2.36,-0.0068,-0.0053,-0.0023,0.0007,4.5
9Nmar,2.361,-0.0046,-0.0068,-0.0008,0.0007,4.6
9Nmar,2.362,-0.0008,-0.0083,0.003,0.0015,4.6
9Nmar,2.363,0.0015,-0.0083,0.006,0.0007,4.7
9Nmar,2.364,0.003,-0.0083,0.0052,0.0015,4.8
9Nmar,2.365,0.0082,-0.0068,0.0045,0.0022,4.9
9Nmar,2.366,0.0157,-0.003,0.0037,0.0015,4.9
9Nmar,2.367,0.018,-0.003,0.003,0.0015,5.0
9Nmar,2.368,0.0165,-0.0023,0.0067,0.003,5.0
9Nmar,2.369,0.0082,-0.003,0.009,0.0,5.1
9Nmar,2.37,-0.0015,-0.0038,0.009,0.0,5.2
9Nmar,2.371,-0.0053,-0.003,0.0045,-0.0015,5.3
9Nmar,2.372,-0.0091,-0.0046,0.0015,-0.0046,5.3
9Nmar,2.373,-0.0083,-0.003,-0.0008,-0.0038,5.4
9Nmar,2.374,-0.0068,-0.0015,-0.0008,-0.0015,5.5
9Nmar,2.375,-0.003,-0.0023,0.0022,-0.0008,5.5
9Nmar,2.376,0.0067,-0.003,0.0037,0.0015,5.6
9Nmar,2.377,0.0022,-0.0023,0.0015,0.0,5.7
9Nmar,2.378,-0.0053,-0.0008,0.0015,-0.0015,5.8
9Nmar,2.379,-0.0075,0.0007,0.0022,-0.0015,5.8
9Nmar,2.38,-0.0053,0.0015,-0.0008,-0.0008,5.9
9Nmar,2.381,-0.0008,0.0015,-0.0015,0.0,6.0
9Nmar,2.382,-0.0015,0.0007,-0.0008,-0.0008,6.1
9Nmar,2.383,-0.0046,0.0007,0.0007,-0.0023,6.2
9Nmar,2.384,-0.0046,-0.0015,0.0045,-0.003,6.3
9Nmar,2.385,-0.006,0.0,0.0045,-0.0023,6.4
9Nmar,2.386,-0.0068,0.0015,0.0015,0.0,6.5
9Nmar,2.387,-0.0083,0.003,-0.0015,0.0,6.6
9Nmar,2.388,-0.0083,0.0022,-0.0008,-0.0015,6.7
9Nmar,2.389,-0.0068,0.003,-0.0023,-0.0008,6.8
9Nmar,2.39,-0.0068,0.006,-0.003,0.0007,6.9
9Nmar,2.391,-0.0068,0.006,0.0007,0.0007,7.0
9Nmar,2.392,-0.006,0.0045,0.003,0.0015,7.1
9Nmar,2.393,-0.006,0.0052,0.0037,0.0007,7.2
9Nmar,2.394,-0.003,0.0037,0.0022,0.0022,7.3
9Nmar,2.395,-0.0023,0.0007,0.0015,0.003,7.4
9Nmar,2.396,0.0015,0.0015,0.0007,0.0007,7.5
9Nmar,2.397,0.003,0.0015,-0.0023,0.0007,7.6
9Nmar,2.398,-0.0008,0.0022,-0.0015,0.0015,7.7
9Nmar,2.399,0.003,0.0022,-0.0038,0.003,7.8
9Nmar,2.4,0.009,0.003,-0.0046,0.0045,7.9
9Nmar,2.401,0.0127,0.0037,0.0007,0.0037,8.1
9Nmar,2.402,0.0082,0.0022,0.0022,0.0015,8.2
9Nmar,2.403,0.0007,0.0007,0.0037,0.0015,8.3
9Nmar,2.404,-0.0038,0.0,0.0007,0.0007,8.5
9Nmar,2.405,-0.0068,0.0,-0.0008,0.0015,8.6
9Nmar,2.406,-0.0015,-0.0015,0.0007,0.0022,8.7
9Nmar,2.407,0.0,-0.0015,0.0015,0.003,8.9
9Nmar,2.408,-0.003,-0.0008,0.0022,0.003,9.0
9Nmar,2.409,-0.0046,-0.0023,0.0015,0.0007,9.1
9Nmar,2.41,-0.0053,-0.0015,0.0022,0.0037,9.3
9Nmar,2.411,-0.0046,-0.0008,0.003,0.0045,9.4
9Nmar,2.412,-0.003,-0.0015,0.0037,0.0007,9.5
9Nmar,2.413,-0.0015,-0.0015,0.0022,0.0015,9.7
9Nmar,2.414,-0.003,-0.003,0.0015,0.0015,9.8
9Nmar,2.415,-0.0053,-0.0053,-0.0008,0.0022,9.9
9Nmar,2.416,-0.006,-0.0053,0.0,0.0015,10.1
9Nmar,2.417,-0.0053,-0.003,0.0007,0.0015,10.2
9Nmar,2.418,-0.003,-0.0015,-0.0008,0.0015,10.3
9Nmar,2.419,-0.0053,0.0,0.0007,0.0007,10.5
9Nmar,2.42,-0.0068,-0.003,0.0015,0.0015,10.6
9Nmar,2.421,-0.0068,-0.0023,0.0015,0.003,10.8
9Nmar,2.422,-0.0038,-0.0008,0.0007,0.0045,11.0
9Nmar,2.423,-0.0008,-0.0046,0.0,0.003,11.2
9Nmar,2.424,-0.0023,-0.0068,-0.0015,0.0022,11.3
9Nmar,2.425,0.0,-0.0075,-0.0023,0.0015,11.5
9Nmar,2.426,-0.0008,-0.0083,-0.0038,0.0,11.7
9Nmar,2.427,-0.0023,-0.0091,-0.0053,0.0022,11.8
9Nmar,2.428,0.0007,-0.0091,-0.0053,0.0022,12.0
9Nmar,2.429,0.0037,-0.0105,-0.006,0.0007,12.2
9Nmar,2.43,0.003,-0.0135,-0.006,-0.0015,12.4
9Nmar,2.431,0.0015,-0.0165,-0.0046,-0.0015,12.6
9Nmar,2.432,-0.0023,-0.0181,-0.0023,-0.003,12.7
9Nmar,2.433,-0.0053,-0.0173,-0.0023,-0.003,12.9
9Nmar,2.434,-0.0038,-0.015,-0.0008,-0.0008,13.1
9Nmar,2.435,-0.0008,-0.0135,0.0007,-0.0015,13.3
9Nmar,2.436,0.0037,-0.0128,0.0007,0.0007,13.4
9Nmar,2.437,0.0052,-0.012,0.0007,0.0015,13.6
9Nmar,2.438,0.0045,-0.0091,0.0015,0.0015,13.8
9Nmar,2.439,0.0037,-0.0068,0.0045,0.0015,13.9
9Nmar,2.44,-0.0015,-0.0068,0.0045,0.0,14.1
9Nmar,2.441,-0.0053,-0.0046,0.0052,0.0007,14.4
9Nmar,2.442,-0.0038,-0.003,0.0067,0.0015,14.6
9Nmar,2.443,-0.003,-0.0008,0.006,-0.0008,14.8
9Nmar,2.444,-0.003,0.0015,0.0045,0.0,15.0
9Nmar,2.445,-0.0015,0.0015,0.003,0.0,15.2
9Nmar,2.446,0.0,0.0052,0.0015,-0.0015,15.4
9Nmar,2.447,0.0007,0.0045,-0.0008,-0.0015,15.7
9Nmar,2.448,0.0007,0.0052,-0.0015,-0.0023,15.9
9Nmar,2.449,0.0007,0.0052,-0.003,-0.0015,16.1
9Nmar,2.45,0.0015,0.0045,-0.0008,-0.003,16.3
9Nmar,2.451,-0.0008,0.0045,0.0,-0.0046,16.5
9Nmar,2.452,-0.003,0.0022,-0.003,-0.0023,16.7
9Nmar,2.453,-0.003,0.0007,-0.0046,-0.003,17.0
9Nmar,2.454,-0.003,0.0,-0.0046,-0.0053,17.2
9Nmar,2.455,-0.003,-0.0008,-0.0053,-0.0046,17.4
9Nmar,2.456,-0.0046,-0.0015,-0.0083,-0.0053,17.6
9Nmar,2.457,-0.0038,-0.003,-0.0091,-0.0046,17.8
9Nmar,2.458,-0.0023,-0.003,-0.0105,-0.0015,18.0
9Nmar,2.459,-0.003,-0.003,-0.0083,-0.0023,18.3
9Nmar,2.46,-0.0023,-0.0023,-0.006,-0.0038,18.5
9Nmar,2.461,-0.0008,-0.003,-0.0068,-0.0053,18.7
9Nmar,2.462,0.0,-0.003,-0.0046,-0.0068,19.0
9Nmar,2.463,0.0,-0.0015,-0.003,-0.0068,19.3
9Nmar,2.464,-0.0015,0.0007,-0.0015,-0.0083,19.5
9Nmar,2.465,-0.003,0.0007,-0.0008,-0.0068,19.8
9Nmar,2.466,-0.003,0.0022,-0.0008,-0.0038,20.0
9Nmar,2.467,-0.0008,0.0045,-0.0015,-0.0015,20.2
9Nmar,2.468,-0.0015,0.0067,-0.0008,-0.0023,20.5
9Nmar,2.469,-0.003,0.009,0.0,-0.0023,20.7
9Nmar,2.47,-0.003,0.0105,-0.0015,-0.0008,21.0
9Nmar,2.471,-0.0053,0.0112,0.0007,0.0007,21.2
9Nmar,2.472,-0.0053,0.0097,0.0,0.0007,21.5
9Nmar,2.473,-0.0046,0.009,0.0007,-0.0008,21.7
9Nmar,2.474,-0.0068,0.0082,0.0007,-0.0008,22.0
9Nmar,2.475,-0.0053,0.0067,0.0015,-0.0023,22.2
9Nmar,2.476,-0.0053,0.0075,-0.0015,-0.003,22.5
9Nmar,2.477,-0.0038,0.0067,-0.0023,-0.0038,22.7
9Nmar,2.478,-0.0023,0.0052,-0.0008,-0.003,22.9
9Nmar,2.479,-0.0015,0.003,0.0007,-0.0015,23.2
9Nmar,2.48,-0.0008,0.0022,0.0015,-0.0015,23.4
9Nmar,2.481,0.0007,0.0007,-0.0008,-0.0015,23.7
9Nmar,2.482,0.0,-0.0015,-0.0046,-0.003,23.9
9Nmar,2.483,-0.0015,-0.0008,-0.0091,-0.003,24.2
9Nmar,2.484,-0.0008,-0.003,-0.0075,-0.0046,24.4
9Nmar,2.485,0.0007,-0.0008,-0.0075,-0.0053,24.7
9Nmar,2.486,0.0015,0.0,-0.0068,-0.0053,24.9
9Nmar,2.487,0.0015,-0.0008,-0.0046,-0.0038,25.2
9Nmar,2.488,-0.0008,-0.0015,-0.0015,-0.0023,25.4
9Nmar,2.489,0.0015,-0.0008,0.0007,-0.003,25.7
9Nmar,2.49,0.0007,-0.0015,0.0022,-0.0023,25.9
9Nmar,2.491,-0.0008,-0.0046,0.0045,-0.003,26.1
9Nmar,2.492,-0.0015,-0.0023,0.0015,-0.0046,26.4
9Nmar,2.493,-0.0008,-0.0038,0.0045,-0.0053,26.7
9Nmar,2.494,-0.0015,-0.0046,0.0052,-0.003,26.9
9Nmar,2.495,-0.003,-0.0015,0.0067,-0.003,27.2
9Nmar,2.496,-0.0015,-0.0008,0.0037,-0.003,27.4
9Nmar,2.497,-0.003,0.0007,0.003,-0.0008,27.6
9Nmar,2.498,-0.003,0.0007,0.0052,0.0007,27.9
9Nmar,2.499,-0.0038,0.0007,0.0022,0.0015,28.2
9Nmar,2.5,-0.0046,0.0007,0.0037,0.003,28.4
9Nmar,2.501,-0.0046,0.003,0.003,0.003,28.6
9Nmar,2.502,-0.0053,0.0045,0.0037,0.0045,28.8
9Nmar,2.503,-0.003,0.0045,0.003,0.0045,29.0
9Nmar,2.504,-0.0015,0.0045,0.0015,0.0045,29.2
9Nmar,2.505,-0.0015,0.003,0.0037,0.0045,29.4
9Nmar,2.506,-0.0008,0.003,0.0022,0.0015,29.6
9Nmar,2.507,-0.0023,0.003,0.003,0.0037,29.8
9Nmar,2.508,-0.0015,0.0045,0.0015,0.0037,30.0
9Nmar,2.509,-0.0015,0.0037,0.0015,0.0015,30.2
9Nmar,2.51,-0.0023,0.0022,0.0045,0.0015,30.5
9Nmar,2.511,-0.0015,0.0045,0.0052,0.0015,30.6
9Nmar,2.512,-0.0046,0.0067,0.0045,0.0022,30.9
9Nmar,2.513,-0.0038,0.0052,0.003,0.0015,31.0
9Nmar,2.514,-0.003,0.003,0.0007,-0.0008,31.3
9Nmar,2.515,-0.003,0.0015,-0.0015,-0.0015,31.5
9Nmar,2.516,-0.0038,-0.0008,-0.003,-0.0038,31.7
9Nmar,2.517,-0.0046,-0.003,-0.003,-0.006,31.9
9Nmar,2.518,-0.0046,-0.0046,-0.003,-0.0075,32.1
9Nmar,2.519,-0.0053,-0.0046,-0.0023,-0.0091,32.3
9Nmar,2.52,-0.0053,-0.0046,-0.0023,-0.0083,32.5
9Nmar,2.521,-0.0046,-0.0053,0.0,-0.0075,32.6
9Nmar,2.522,-0.0046,-0.0068,-0.0008,-0.0075,32.8
9Nmar,2.523,-0.006,-0.0083,-0.0015,-0.0105,32.9
9Nmar,2.524,-0.0053,-0.0091,-0.0015,-0.0091,33.1
9Nmar,2.525,-0.0038,-0.0105,0.0,-0.0083,33.3
9Nmar,2.526,-0.003,-0.012,0.003,-0.0091,33.4
9Nmar,2.527,-0.003,-0.0105,0.0022,-0.0083,33.5
9Nmar,2.528,-0.0023,-0.0091,0.003,-0.0068,33.7
9Nmar,2.529,-0.0008,-0.0083,0.0015,-0.0053,33.8
9Nmar,2.53,0.0007,-0.0068,0.0015,-0.0046,34.0
9Nmar,2.531,0.003,-0.0083,0.0007,-0.0053,34.1
9Nmar,2.532,0.003,-0.0083,0.0007,-0.0068,34.3
9Nmar,2.533,0.0007,-0.006,0.0007,-0.0068,34.5
9Nmar,2.534,-0.0008,-0.0046,0.0015,-0.0083,34.6
9Nmar,2.535,-0.003,-0.0053,0.0015,-0.0068,34.7
9Nmar,2.536,-0.0015,-0.0046,0.0,-0.006,34.9
9Nmar,2.537,-0.003,-0.003,0.0015,-0.0053,35.1
9Nmar,2.538,-0.0015,-0.0053,0.0045,-0.0015,35.2
9Nmar,2.539,-0.0008,-0.0083,0.0067,0.0015,35.4
9Nmar,2.54,-0.0023,-0.0091,0.0082,0.003,35.5
9Nmar,2.541,-0.0008,-0.0068,0.0067,0.003,35.6
9Nmar,2.542,0.0007,-0.0023,0.0075,0.003,35.8
9Nmar,2.543,-0.0008,0.0,0.0052,0.003,36.0
9Nmar,2.544,0.0007,0.0,0.003,0.003,36.1
9Nmar,2.545,-0.0008,0.0007,0.0007,0.003,36.3
9Nmar,2.546,-0.0008,0.0007,-0.0015,0.0015,36.4
9Nmar,2.547,-0.0008,0.003,0.0,0.003,36.5
9Nmar,2.548,0.0007,0.0045,0.0,0.003,36.7
9Nmar,2.549,0.0007,0.0052,0.0,0.0045,36.9
9Nmar,2.55,0.0007,0.0052,-0.0008,0.0067,37.0
9Nmar,2.551,-0.0015,0.003,-0.003,0.0067,37.1
9Nmar,2.552,-0.0015,0.0037,-0.0038,0.0052,37.3
9Nmar,2.553,-0.0015,0.0045,-0.0038,0.0045,37.4
9Nmar,2.554,-0.0023,0.0067,-0.0038,0.0022,37.6
9Nmar,2.555,-0.0008,0.0067,-0.003,0.0015,37.8
9Nmar,2.556,-0.0015,0.0052,-0.0053,-0.0008,37.9
9Nmar,2.557,-0.0015,0.006,-0.0053,-0.003,38.0
9Nmar,2.558,-0.0015,0.0067,-0.003,-0.0053,38.2
9Nmar,2.559,-0.003,0.0052,-0.0046,-0.0068,38.3
9Nmar,2.56,-0.0023,0.0045,-0.0008,-0.0083,38.5
9Nmar,2.561,-0.0023,0.0015,-0.0008,-0.0105,38.6
9Nmar,2.562,-0.0023,0.0007,-0.0015,-0.0091,38.7
9Nmar,2.563,-0.0023,0.0007,-0.0008,-0.0083,38.9
9Nmar,2.564,-0.0046,0.0007,0.0007,-0.0068,39.0
9Nmar,2.565,-0.0046,0.0015,0.0037,-0.0038,39.1
9Nmar,2.566,-0.003,0.0007,0.003,-0.0046,39.3
9Nmar,2.567,-0.0015,0.0007,0.0015,-0.006,39.4
9Nmar,2.568,-0.003,0.0015,0.0007,-0.0046,39.6
9Nmar,2.569,-0.0015,0.0022,0.0,-0.0046,39.7
9Nmar,2.57,-0.0023,0.0037,-0.0015,-0.003,39.9
9Nmar,2.571,-0.0046,0.003,-0.003,-0.0023,40.0
9Nmar,2.572,-0.003,0.003,-0.0008,-0.0046,40.1
9Nmar,2.573,-0.0038,0.0007,-0.0015,-0.0046,40.3
9Nmar,2.574,-0.0046,0.0022,-0.0015,-0.003,40.4
9Nmar,2.575,-0.003,0.0015,-0.0008,-0.0023,40.5
9Nmar,2.576,-0.0008,0.003,-0.0023,-0.0008,40.7
9Nmar,2.577,-0.0008,0.003,-0.003,0.0007,40.8
9Nmar,2.578,0.0007,0.0022,-0.003,0.0015,40.9
9Nmar,2.579,0.0007,0.003,-0.0023,0.0015,41.1
9Nmar,2.58,-0.0008,0.0015,-0.003,0.0015,41.2
9Nmar,2.581,0.0,0.0015,-0.003,0.0007,41.4
9Nmar,2.582,-0.0008,0.0007,-0.003,0.0052,41.4
9Nmar,2.583,-0.0023,-0.0008,-0.0038,0.0067,41.6
9Nmar,2.584,-0.0038,-0.0023,-0.0038,0.009,41.7
9Nmar,2.585,-0.0015,-0.003,-0.0046,0.0105,41.8
9Nmar,2.586,-0.0008,-0.0023,-0.0046,0.0097,41.9
9Nmar,2.587,-0.003,-0.0046,-0.0068,0.009,42.0
9Nmar,2.588,-0.003,-0.0075,-0.0083,0.0082,42.1
